popSize,probCrossover,probMutate,numGens,Stage,Generation,Best_Fitness,Avg_Fitness,test
50, 0.001, 0.001, 10, 1, 2, 167, 197.36, 2
50, 0.001, 0.001, 10, 1, 3, 167, 186.52, 2
50, 0.001, 0.001, 10, 1, 4, 162, 175.22, 2
50, 0.001, 0.001, 10, 1, 5, 160, 169.4, 2
50, 0.001, 0.001, 10, 1, 6, 160, 188.04, 2
50, 0.001, 0.001, 10, 1, 7, 158, 163.58, 2
50, 0.001, 0.001, 10, 1, 8, 158, 188.72, 2
50, 0.001, 0.001, 10, 1, 9, 158, 178.66, 2
50, 0.001, 0.001, 10, 2, 0, 51, 350.5, 2
50, 0.001, 0.001, 10, 2, 1, 46, 206.8, 2
50, 0.001, 0.001, 10, 2, 2, 41, 171.28, 2
50, 0.001, 0.001, 10, 2, 3, 51, 119.6, 2
50, 0.001, 0.001, 10, 2, 4, 51, 134.92, 2
50, 0.001, 0.001, 10, 2, 5, 51, 111.6, 2
50, 0.001, 0.001, 10, 2, 6, 51, 180.84, 2
50, 0.001, 0.001, 10, 2, 7, 51, 194.44, 2
50, 0.001, 0.001, 10, 2, 8, 51, 188.56, 2
50, 0.001, 0.001, 10, 2, 9, 51, 144.84, 2
50, 0.001, 0.001, 10, 3, 0, 531, 677.34, 2
50, 0.001, 0.001, 10, 3, 1, 197, 662.92, 2
50, 0.001, 0.001, 10, 3, 2, 192, 574.26, 2
50, 0.001, 0.001, 10, 3, 3, 186, 339.74, 2
50, 0.001, 0.001, 10, 3, 4, 182, 211.18, 2
50, 0.001, 0.001, 10, 3, 5, 172, 199.1, 2
50, 0.001, 0.001, 10, 3, 6, 172, 189.06, 2
50, 0.001, 0.001, 10, 3, 7, 172, 198.52, 2
50, 0.001, 0.001, 10, 3, 8, 172, 193.1, 2
50, 0.001, 0.001, 10, 3, 9, 167, 176.06, 2
50, 0.001, 0.001, 10, 4, 0, 395, 493.2, 2
50, 0.001, 0.001, 10, 4, 1, 298, 458.88, 2
50, 0.001, 0.001, 10, 4, 2, 322, 428.32, 2
50, 0.001, 0.001, 10, 4, 3, 339, 445.96, 2
50, 0.001, 0.001, 10, 4, 4, 339, 404.44, 2
50, 0.001, 0.001, 10, 4, 5, 63, 357.84, 2
50, 0.001, 0.001, 10, 4, 6, 63, 282.68, 2
50, 0.001, 0.001, 10, 4, 7, 63, 299.04, 2
50, 0.001, 0.001, 10, 4, 8, 63, 125.84, 2
50, 0.001, 0.001, 10, 4, 9, 63, 122.52, 2
50, 0.001, 0.001, 10, 1, 0, 167, 441.0, 3
50, 0.001, 0.001, 10, 1, 1, 167, 221.2, 3
50, 0.001, 0.001, 10, 1, 2, 166, 191.82, 3
50, 0.001, 0.001, 10, 1, 3, 157, 182.18, 3
50, 0.001, 0.001, 10, 1, 4, 154, 171.44, 3
50, 0.001, 0.001, 10, 1, 5, 154, 169.7, 3
50, 0.001, 0.001, 10, 1, 6, 154, 159.08, 3
50, 0.001, 0.001, 10, 1, 7, 153, 163.38, 3
50, 0.001, 0.001, 10, 1, 8, 153, 175.82, 3
50, 0.001, 0.001, 10, 1, 9, 153, 164.98, 3
50, 0.001, 0.001, 10, 2, 0, 46, 423.02, 3
50, 0.001, 0.001, 10, 2, 1, 295, 375.24, 3
50, 0.001, 0.001, 10, 2, 2, 274, 327.84, 3
50, 0.001, 0.001, 10, 2, 3, 40, 276.92, 3
50, 0.001, 0.001, 10, 2, 4, 246, 396.0, 3
50, 0.001, 0.001, 10, 2, 5, 246, 261.28, 3
50, 0.001, 0.001, 10, 2, 6, 246, 256.96, 3
50, 0.001, 0.001, 10, 2, 7, 246, 347.04, 3
50, 0.001, 0.001, 10, 2, 8, 246, 266.72, 3
50, 0.001, 0.001, 10, 2, 9, 246, 303.2, 3
50, 0.001, 0.001, 10, 3, 0, 153, 170.26, 3
50, 0.001, 0.001, 10, 3, 1, 153, 176.24, 3
50, 0.001, 0.001, 10, 3, 2, 153, 167.6, 3
50, 0.001, 0.001, 10, 3, 3, 152, 169.0, 3
50, 0.001, 0.001, 10, 3, 4, 145, 166.7, 3
50, 0.001, 0.001, 10, 3, 5, 145, 160.2, 3
50, 0.001, 0.001, 10, 3, 6, 145, 152.68, 3
50, 0.001, 0.001, 10, 3, 7, 145, 162.46, 3
50, 0.001, 0.001, 10, 3, 8, 142, 149.84, 3
50, 0.001, 0.001, 10, 3, 9, 142, 162.06, 3
50, 0.001, 0.001, 10, 4, 0, 246, 421.44, 3
50, 0.001, 0.001, 10, 4, 1, 246, 267.28, 3
50, 0.001, 0.001, 10, 4, 2, 246, 286.36, 3
50, 0.001, 0.001, 10, 4, 3, 246, 246.76, 3
50, 0.001, 0.001, 10, 4, 4, 246, 257.76, 3
50, 0.001, 0.001, 10, 4, 5, 246, 259.8, 3
50, 0.001, 0.001, 10, 4, 6, 246, 251.24, 3
50, 0.001, 0.001, 10, 4, 7, 246, 256.4, 3
50, 0.001, 0.001, 10, 4, 8, 246, 252.2, 3
50, 0.001, 0.001, 10, 4, 9, 246, 275.56, 3
50, 0.001, 0.001, 10, 1, 0, 171, 447.7, 4
50, 0.001, 0.001, 10, 1, 1, 171, 220.54, 4
50, 0.001, 0.001, 10, 1, 2, 169, 198.46, 4
50, 0.001, 0.001, 10, 1, 3, 169, 189.52, 4
50, 0.001, 0.001, 10, 1, 4, 169, 191.62, 4
50, 0.001, 0.001, 10, 1, 5, 169, 179.14, 4
50, 0.001, 0.001, 10, 1, 6, 169, 183.2, 4
50, 0.001, 0.001, 10, 1, 7, 169, 194.44, 4
50, 0.001, 0.001, 10, 1, 8, 169, 174.52, 4
50, 0.001, 0.001, 10, 1, 9, 169, 170.04, 4
50, 0.001, 0.001, 10, 2, 0, 28, 458.42, 4
50, 0.001, 0.001, 10, 2, 1, 23, 341.28, 4
50, 0.001, 0.001, 10, 2, 2, 24, 310.4, 4
50, 0.001, 0.001, 10, 2, 3, 24, 107.56, 4
50, 0.001, 0.001, 10, 2, 4, 89, 270.88, 4
50, 0.001, 0.001, 10, 2, 5, 26, 331.76, 4
50, 0.001, 0.001, 10, 2, 6, 96, 191.4, 4
50, 0.001, 0.001, 10, 2, 7, 428, 495.96, 4
50, 0.001, 0.001, 10, 2, 8, 425, 467.64, 4
50, 0.001, 0.001, 10, 2, 9, 428, 439.16, 4
50, 0.001, 0.001, 10, 3, 0, 191, 491.86, 4
50, 0.001, 0.001, 10, 3, 1, 188, 442.86, 4
50, 0.001, 0.001, 10, 3, 2, 187, 270.16, 4
50, 0.001, 0.001, 10, 3, 3, 172, 188.58, 4
50, 0.001, 0.001, 10, 3, 4, 172, 188.94, 4
50, 0.001, 0.001, 10, 3, 5, 171, 190.34, 4
50, 0.001, 0.001, 10, 3, 6, 171, 180.22, 4
50, 0.001, 0.001, 10, 3, 7, 169, 181.56, 4
50, 0.001, 0.001, 10, 3, 8, 169, 181.58, 4
50, 0.001, 0.001, 10, 3, 9, 168, 191.04, 4
50, 0.001, 0.001, 10, 4, 0, 346, 412.56, 4
50, 0.001, 0.001, 10, 4, 1, 346, 374.92, 4
50, 0.001, 0.001, 10, 4, 2, 346, 364.36, 4
50, 0.001, 0.001, 10, 4, 3, 371, 459.52, 4
50, 0.001, 0.001, 10, 4, 4, 371, 414.2, 4
50, 0.001, 0.001, 10, 4, 5, 345, 458.84, 4
50, 0.001, 0.001, 10, 4, 6, 345, 410.4, 4
50, 0.001, 0.001, 10, 4, 7, 345, 374.08, 4
50, 0.001, 0.001, 10, 4, 8, 346, 470.28, 4
50, 0.001, 0.001, 10, 4, 9, 346, 457.0, 4
50, 0.001, 0.001, 10, 1, 0, 188, 483.2, 5
50, 0.001, 0.001, 10, 1, 1, 188, 229.44, 5
50, 0.001, 0.001, 10, 1, 2, 188, 190.64, 5
50, 0.001, 0.001, 10, 1, 3, 188, 198.98, 5
50, 0.001, 0.001, 10, 1, 4, 185, 192.7, 5
50, 0.001, 0.001, 10, 1, 5, 185, 193.32, 5
50, 0.001, 0.001, 10, 1, 6, 181, 205.6, 5
50, 0.001, 0.001, 10, 1, 7, 181, 204.92, 5
50, 0.001, 0.001, 10, 1, 8, 181, 191.08, 5
50, 0.001, 0.001, 10, 1, 9, 181, 206.74, 5
50, 0.001, 0.001, 10, 2, 0, 221, 417.5, 5
50, 0.001, 0.001, 10, 2, 1, 211, 316.72, 5
50, 0.001, 0.001, 10, 2, 2, 202, 263.4, 5
50, 0.001, 0.001, 10, 2, 3, 202, 246.4, 5
50, 0.001, 0.001, 10, 2, 4, 202, 235.52, 5
50, 0.001, 0.001, 10, 2, 5, 202, 246.52, 5
50, 0.001, 0.001, 10, 2, 6, 202, 249.04, 5
50, 0.001, 0.001, 10, 2, 7, 202, 289.52, 5
50, 0.001, 0.001, 10, 2, 8, 202, 246.76, 5
50, 0.001, 0.001, 10, 2, 9, 202, 260.8, 5
50, 0.001, 0.001, 10, 3, 0, 512, 517.8, 5
50, 0.001, 0.001, 10, 3, 1, 512, 518.56, 5
50, 0.001, 0.001, 10, 3, 2, 487, 513.08, 5
50, 0.001, 0.001, 10, 3, 3, 487, 509.6, 5
50, 0.001, 0.001, 10, 3, 4, 487, 505.24, 5
50, 0.001, 0.001, 10, 3, 5, 427, 487.74, 5
50, 0.001, 0.001, 10, 3, 6, 427, 478.44, 5
50, 0.001, 0.001, 10, 3, 7, 408, 448.1, 5
50, 0.001, 0.001, 10, 3, 8, 408, 434.48, 5
50, 0.001, 0.001, 10, 3, 9, 191, 420.04, 5
50, 0.001, 0.001, 10, 4, 0, 293, 407.56, 5
50, 0.001, 0.001, 10, 4, 1, 293, 342.0, 5
50, 0.001, 0.001, 10, 4, 2, 293, 364.04, 5
50, 0.001, 0.001, 10, 4, 3, 151, 329.6, 5
50, 0.001, 0.001, 10, 4, 4, 151, 290.2, 5
50, 0.001, 0.001, 10, 4, 5, 151, 211.76, 5
50, 0.001, 0.001, 10, 4, 6, 151, 170.64, 5
50, 0.001, 0.001, 10, 4, 7, 151, 194.88, 5
50, 0.001, 0.001, 10, 4, 8, 151, 184.28, 5
50, 0.001, 0.001, 10, 4, 9, 151, 163.12, 5
50, 0.001, 0.001, 10, 1, 0, 166, 421.78, 6
50, 0.001, 0.001, 10, 1, 1, 162, 214.26, 6
50, 0.001, 0.001, 10, 1, 2, 157, 201.14, 6
50, 0.001, 0.001, 10, 1, 3, 157, 185.42, 6
50, 0.001, 0.001, 10, 1, 4, 157, 178.18, 6
50, 0.001, 0.001, 10, 1, 5, 157, 185.34, 6
50, 0.001, 0.001, 10, 1, 6, 157, 171.54, 6
50, 0.001, 0.001, 10, 1, 7, 157, 183.02, 6
50, 0.001, 0.001, 10, 1, 8, 156, 157.88, 6
50, 0.001, 0.001, 10, 1, 9, 156, 189.08, 6
50, 0.001, 0.001, 10, 2, 0, 161, 371.34, 6
50, 0.001, 0.001, 10, 2, 1, 161, 271.0, 6
50, 0.001, 0.001, 10, 2, 2, 144, 260.12, 6
50, 0.001, 0.001, 10, 2, 3, 150, 178.76, 6
50, 0.001, 0.001, 10, 2, 4, 132, 329.0, 6
50, 0.001, 0.001, 10, 2, 5, 144, 398.64, 6
50, 0.001, 0.001, 10, 2, 6, 144, 298.0, 6
50, 0.001, 0.001, 10, 2, 7, 132, 312.24, 6
50, 0.001, 0.001, 10, 2, 8, 132, 162.04, 6
50, 0.001, 0.001, 10, 2, 9, 132, 177.6, 6
50, 0.001, 0.001, 10, 3, 0, 608, 610.98, 6
50, 0.001, 0.001, 10, 3, 1, 608, 608.62, 6
50, 0.001, 0.001, 10, 3, 2, 608, 608.06, 6
50, 0.001, 0.001, 10, 3, 3, 608, 608.0, 6
50, 0.001, 0.001, 10, 3, 4, 608, 610.08, 6
50, 0.001, 0.001, 10, 3, 5, 596, 615.28, 6
50, 0.001, 0.001, 10, 3, 6, 596, 606.62, 6
50, 0.001, 0.001, 10, 3, 7, 596, 601.26, 6
50, 0.001, 0.001, 10, 3, 8, 596, 596.34, 6
50, 0.001, 0.001, 10, 3, 9, 596, 597.86, 6
50, 0.001, 0.001, 10, 4, 0, 132, 283.16, 6
50, 0.001, 0.001, 10, 4, 1, 132, 262.2, 6
50, 0.001, 0.001, 10, 4, 2, 132, 177.8, 6
50, 0.001, 0.001, 10, 4, 3, 132, 172.6, 6
50, 0.001, 0.001, 10, 4, 4, 132, 183.76, 6
50, 0.001, 0.001, 10, 4, 5, 122, 160.08, 6
50, 0.001, 0.001, 10, 4, 6, 122, 137.16, 6
50, 0.001, 0.001, 10, 4, 7, 119, 235.12, 6
50, 0.001, 0.001, 10, 4, 8, 119, 203.2, 6
50, 0.001, 0.001, 10, 4, 9, 119, 280.8, 6
50, 0.001, 0.001, 10, 1, 0, 176, 565.94, 7
50, 0.001, 0.001, 10, 1, 1, 175, 299.42, 7
50, 0.001, 0.001, 10, 1, 2, 168, 180.14, 7
50, 0.001, 0.001, 10, 1, 3, 167, 182.5, 7
50, 0.001, 0.001, 10, 1, 4, 167, 182.08, 7
50, 0.001, 0.001, 10, 1, 5, 167, 191.1, 7
50, 0.001, 0.001, 10, 1, 6, 166, 168.78, 7
50, 0.001, 0.001, 10, 1, 7, 160, 185.84, 7
50, 0.001, 0.001, 10, 1, 8, 160, 189.46, 7
50, 0.001, 0.001, 10, 1, 9, 158, 162.36, 7
50, 0.001, 0.001, 10, 2, 0, 116, 386.76, 7
50, 0.001, 0.001, 10, 2, 1, 112, 287.2, 7
50, 0.001, 0.001, 10, 2, 2, 187, 259.4, 7
50, 0.001, 0.001, 10, 2, 3, 187, 234.64, 7
50, 0.001, 0.001, 10, 2, 4, 187, 269.08, 7
50, 0.001, 0.001, 10, 2, 5, 187, 278.8, 7
50, 0.001, 0.001, 10, 2, 6, 187, 243.08, 7
50, 0.001, 0.001, 10, 2, 7, 187, 239.84, 7
50, 0.001, 0.001, 10, 2, 8, 187, 220.6, 7
50, 0.001, 0.001, 10, 2, 9, 187, 228.16, 7
50, 0.001, 0.001, 10, 3, 0, 419, 559.16, 7
50, 0.001, 0.001, 10, 3, 1, 419, 552.54, 7
50, 0.001, 0.001, 10, 3, 2, 419, 518.96, 7
50, 0.001, 0.001, 10, 3, 3, 405, 434.8, 7
50, 0.001, 0.001, 10, 3, 4, 160, 415.62, 7
50, 0.001, 0.001, 10, 3, 5, 160, 379.8, 7
50, 0.001, 0.001, 10, 3, 6, 160, 247.98, 7
50, 0.001, 0.001, 10, 3, 7, 158, 187.32, 7
50, 0.001, 0.001, 10, 3, 8, 158, 188.12, 7
50, 0.001, 0.001, 10, 3, 9, 158, 204.22, 7
50, 0.001, 0.001, 10, 4, 0, 110, 280.2, 7
50, 0.001, 0.001, 10, 4, 1, 432, 492.68, 7
50, 0.001, 0.001, 10, 4, 2, 134, 463.68, 7
50, 0.001, 0.001, 10, 4, 3, 317, 467.48, 7
50, 0.001, 0.001, 10, 4, 4, 317, 416.2, 7
50, 0.001, 0.001, 10, 4, 5, 117, 455.4, 7
50, 0.001, 0.001, 10, 4, 6, 218, 427.08, 7
50, 0.001, 0.001, 10, 4, 7, 218, 282.04, 7
50, 0.001, 0.001, 10, 4, 8, 218, 269.84, 7
50, 0.001, 0.001, 10, 4, 9, 218, 258.28, 7
50, 0.001, 0.001, 10, 1, 0, 183, 515.0, 8
50, 0.001, 0.001, 10, 1, 1, 183, 314.1, 8
50, 0.001, 0.001, 10, 1, 2, 179, 191.26, 8
50, 0.001, 0.001, 10, 1, 3, 177, 195.22, 8
50, 0.001, 0.001, 10, 1, 4, 173, 181.58, 8
50, 0.001, 0.001, 10, 1, 5, 173, 209.7, 8
50, 0.001, 0.001, 10, 1, 6, 172, 198.8, 8
50, 0.001, 0.001, 10, 1, 7, 169, 182.7, 8
50, 0.001, 0.001, 10, 1, 8, 169, 172.74, 8
50, 0.001, 0.001, 10, 1, 9, 169, 172.02, 8
50, 0.001, 0.001, 10, 2, 0, 55, 400.22, 8
50, 0.001, 0.001, 10, 2, 1, 129, 327.36, 8
50, 0.001, 0.001, 10, 2, 2, 46, 263.4, 8
50, 0.001, 0.001, 10, 2, 3, 129, 424.88, 8
50, 0.001, 0.001, 10, 2, 4, 225, 457.56, 8
50, 0.001, 0.001, 10, 2, 5, 104, 367.64, 8
50, 0.001, 0.001, 10, 2, 6, 225, 428.72, 8
50, 0.001, 0.001, 10, 2, 7, 269, 420.36, 8
50, 0.001, 0.001, 10, 2, 8, 252, 409.48, 8
50, 0.001, 0.001, 10, 2, 9, 252, 276.36, 8
50, 0.001, 0.001, 10, 3, 0, 204, 445.7, 8
50, 0.001, 0.001, 10, 3, 1, 181, 329.2, 8
50, 0.001, 0.001, 10, 3, 2, 177, 199.08, 8
50, 0.001, 0.001, 10, 3, 3, 177, 197.52, 8
50, 0.001, 0.001, 10, 3, 4, 175, 198.82, 8
50, 0.001, 0.001, 10, 3, 5, 172, 177.44, 8
50, 0.001, 0.001, 10, 3, 6, 172, 179.84, 8
50, 0.001, 0.001, 10, 3, 7, 171, 192.28, 8
50, 0.001, 0.001, 10, 3, 8, 170, 188.88, 8
50, 0.001, 0.001, 10, 3, 9, 170, 175.14, 8
50, 0.001, 0.001, 10, 4, 0, 500, 500.0, 8
50, 0.001, 0.001, 10, 4, 1, 500, 500.0, 8
50, 0.001, 0.001, 10, 4, 2, 414, 496.56, 8
