popSize,probCrossover,probMutate,numGens,Stage,Generation,Best_Fitness,Avg_Fitness,test
50, 0.001, 0.001, 10, 4, 3, 500, 500.0, 8
50, 0.001, 0.001, 10, 4, 4, 500, 500.0, 8
50, 0.001, 0.001, 10, 4, 5, 368, 494.72, 8
50, 0.001, 0.001, 10, 4, 6, 368, 441.92, 8
50, 0.001, 0.001, 10, 4, 7, 499, 499.96, 8
50, 0.001, 0.001, 10, 4, 8, 499, 499.72, 8
50, 0.001, 0.001, 10, 4, 9, 500, 500.0, 8
50, 0.001, 0.001, 10, 1, 0, 180, 426.1, 9
50, 0.001, 0.001, 10, 1, 1, 179, 229.96, 9
50, 0.001, 0.001, 10, 1, 2, 179, 200.56, 9
50, 0.001, 0.001, 10, 1, 3, 179, 183.4, 9
50, 0.001, 0.001, 10, 1, 4, 158, 185.08, 9
50, 0.001, 0.001, 10, 1, 5, 158, 190.16, 9
50, 0.001, 0.001, 10, 1, 6, 157, 185.24, 9
50, 0.001, 0.001, 10, 1, 7, 152, 165.52, 9
50, 0.001, 0.001, 10, 1, 8, 152, 177.18, 9
50, 0.001, 0.001, 10, 1, 9, 152, 166.52, 9
50, 0.001, 0.001, 10, 2, 0, 133, 413.18, 9
50, 0.001, 0.001, 10, 2, 1, 210, 337.44, 9
50, 0.001, 0.001, 10, 2, 2, 128, 303.36, 9
50, 0.001, 0.001, 10, 2, 3, 137, 298.32, 9
50, 0.001, 0.001, 10, 2, 4, 137, 208.32, 9
50, 0.001, 0.001, 10, 2, 5, 137, 199.0, 9
50, 0.001, 0.001, 10, 2, 6, 137, 168.48, 9
50, 0.001, 0.001, 10, 2, 7, 137, 201.36, 9
50, 0.001, 0.001, 10, 2, 8, 137, 214.12, 9
50, 0.001, 0.001, 10, 2, 9, 137, 200.52, 9
50, 0.001, 0.001, 10, 3, 0, 211, 567.68, 9
50, 0.001, 0.001, 10, 3, 1, 176, 516.2, 9
50, 0.001, 0.001, 10, 3, 2, 176, 352.0, 9
50, 0.001, 0.001, 10, 3, 3, 176, 203.0, 9
50, 0.001, 0.001, 10, 3, 4, 174, 181.38, 9
50, 0.001, 0.001, 10, 3, 5, 174, 188.72, 9
50, 0.001, 0.001, 10, 3, 6, 170, 191.5, 9
50, 0.001, 0.001, 10, 3, 7, 168, 186.46, 9
50, 0.001, 0.001, 10, 3, 8, 168, 184.72, 9
50, 0.001, 0.001, 10, 3, 9, 163, 189.38, 9
50, 0.001, 0.001, 10, 4, 0, 365, 432.76, 9
50, 0.001, 0.001, 10, 4, 1, 209, 414.0, 9
50, 0.001, 0.001, 10, 4, 2, 209, 323.92, 9
50, 0.001, 0.001, 10, 4, 3, 209, 233.12, 9
50, 0.001, 0.001, 10, 4, 4, 365, 477.0, 9
50, 0.001, 0.001, 10, 4, 5, 365, 382.88, 9
50, 0.001, 0.001, 10, 4, 6, 365, 371.96, 9
50, 0.001, 0.001, 10, 4, 7, 205, 463.64, 9
50, 0.001, 0.001, 10, 4, 8, 196, 468.6, 9
50, 0.001, 0.001, 10, 4, 9, 204, 416.04, 9
50, 0.001, 0.005, 2, 1, 0, 170, 466.16, 0
50, 0.001, 0.005, 2, 1, 1, 157, 281.68, 0
50, 0.001, 0.005, 2, 2, 0, 113, 349.76, 0
50, 0.001, 0.005, 2, 2, 1, 158, 336.32, 0
50, 0.001, 0.005, 2, 3, 0, 197, 519.54, 0
50, 0.001, 0.005, 2, 3, 1, 197, 394.72, 0
50, 0.001, 0.005, 2, 4, 0, 200, 406.92, 0
50, 0.001, 0.005, 2, 4, 1, 200, 364.4, 0
50, 0.001, 0.005, 2, 1, 0, 186, 483.98, 1
50, 0.001, 0.005, 2, 1, 1, 184, 274.24, 1
50, 0.001, 0.005, 2, 2, 0, 148, 377.42, 1
50, 0.001, 0.005, 2, 2, 1, 140, 299.8, 1
50, 0.001, 0.005, 2, 3, 0, 189, 489.6, 1
50, 0.001, 0.005, 2, 3, 1, 189, 294.16, 1
50, 0.001, 0.005, 2, 4, 0, 258, 439.48, 1
50, 0.001, 0.005, 2, 4, 1, 77, 483.08, 1
50, 0.001, 0.005, 2, 1, 0, 179, 408.32, 2
50, 0.001, 0.005, 2, 1, 1, 179, 262.04, 2
50, 0.001, 0.005, 2, 2, 0, 85, 420.88, 2
50, 0.001, 0.005, 2, 2, 1, 102, 343.28, 2
50, 0.001, 0.005, 2, 3, 0, 181, 549.64, 2
50, 0.001, 0.005, 2, 3, 1, 178, 300.72, 2
50, 0.001, 0.005, 2, 4, 0, 70, 275.32, 2
50, 0.001, 0.005, 2, 4, 1, 124, 339.24, 2
50, 0.001, 0.005, 2, 1, 0, 171, 467.88, 3
50, 0.001, 0.005, 2, 1, 1, 172, 286.14, 3
50, 0.001, 0.005, 2, 2, 0, 68, 421.68, 3
50, 0.001, 0.005, 2, 2, 1, 119, 328.04, 3
50, 0.001, 0.005, 2, 3, 0, 198, 525.02, 3
50, 0.001, 0.005, 2, 3, 1, 172, 376.6, 3
50, 0.001, 0.005, 2, 4, 0, 262, 456.96, 3
50, 0.001, 0.005, 2, 4, 1, 258, 423.48, 3
50, 0.001, 0.005, 2, 1, 0, 174, 291.54, 4
50, 0.001, 0.005, 2, 1, 1, 175, 216.22, 4
50, 0.001, 0.005, 2, 2, 0, 99, 339.04, 4
50, 0.001, 0.005, 2, 2, 1, 87, 294.68, 4
50, 0.001, 0.005, 2, 3, 0, 182, 520.6, 4
50, 0.001, 0.005, 2, 3, 1, 172, 305.2, 4
50, 0.001, 0.005, 2, 4, 0, 256, 379.0, 4
50, 0.001, 0.005, 2, 4, 1, 288, 432.72, 4
50, 0.001, 0.005, 2, 1, 0, 167, 460.0, 5
50, 0.001, 0.005, 2, 1, 1, 161, 309.34, 5
50, 0.001, 0.005, 2, 2, 0, 124, 478.96, 5
50, 0.001, 0.005, 2, 2, 1, 107, 419.56, 5
50, 0.001, 0.005, 2, 3, 0, 202, 554.8, 5
50, 0.001, 0.005, 2, 3, 1, 201, 404.64, 5
50, 0.001, 0.005, 2, 4, 0, 418, 490.8, 5
50, 0.001, 0.005, 2, 4, 1, 267, 461.68, 5
50, 0.001, 0.005, 2, 1, 0, 182, 363.68, 6
50, 0.001, 0.005, 2, 1, 1, 174, 259.72, 6
50, 0.001, 0.005, 2, 2, 0, 173, 442.98, 6
50, 0.001, 0.005, 2, 2, 1, 162, 310.36, 6
50, 0.001, 0.005, 2, 3, 0, 198, 505.16, 6
50, 0.001, 0.005, 2, 3, 1, 196, 416.42, 6
50, 0.001, 0.005, 2, 4, 0, 228, 463.0, 6
50, 0.001, 0.005, 2, 4, 1, 228, 430.2, 6
50, 0.001, 0.005, 2, 1, 0, 180, 352.98, 7
50, 0.001, 0.005, 2, 1, 1, 180, 233.42, 7
50, 0.001, 0.005, 2, 2, 0, 64, 349.74, 7
50, 0.001, 0.005, 2, 2, 1, 62, 322.32, 7
50, 0.001, 0.005, 2, 3, 0, 195, 589.52, 7
50, 0.001, 0.005, 2, 3, 1, 181, 421.9, 7
50, 0.001, 0.005, 2, 4, 0, 87, 347.04, 7
50, 0.001, 0.005, 2, 4, 1, 75, 289.72, 7
50, 0.001, 0.005, 2, 1, 0, 169, 476.7, 8
50, 0.001, 0.005, 2, 1, 1, 168, 221.44, 8
50, 0.001, 0.005, 2, 2, 0, 62, 406.94, 8
50, 0.001, 0.005, 2, 2, 1, 79, 358.56, 8
50, 0.001, 0.005, 2, 3, 0, 197, 624.02, 8
50, 0.001, 0.005, 2, 3, 1, 195, 537.0, 8
50, 0.001, 0.005, 2, 4, 0, 67, 389.4, 8
50, 0.001, 0.005, 2, 4, 1, 64, 355.2, 8
50, 0.001, 0.005, 2, 1, 0, 195, 483.12, 9
50, 0.001, 0.005, 2, 1, 1, 165, 293.22, 9
50, 0.001, 0.005, 2, 2, 0, 71, 427.52, 9
50, 0.001, 0.005, 2, 2, 1, 63, 377.16, 9
50, 0.001, 0.005, 2, 3, 0, 173, 596.6, 9
50, 0.001, 0.005, 2, 3, 1, 169, 391.06, 9
50, 0.001, 0.005, 2, 4, 0, 289, 458.48, 9
50, 0.001, 0.005, 2, 4, 1, 169, 351.84, 9
50, 0.001, 0.005, 10, 1, 0, 197, 527.38, 0
50, 0.001, 0.005, 10, 1, 1, 180, 340.28, 0
50, 0.001, 0.005, 10, 1, 2, 179, 261.34, 0
50, 0.001, 0.005, 10, 1, 3, 178, 230.6, 0
50, 0.001, 0.005, 10, 1, 4, 177, 254.34, 0
50, 0.001, 0.005, 10, 1, 5, 176, 253.4, 0
50, 0.001, 0.005, 10, 1, 6, 175, 239.28, 0
50, 0.001, 0.005, 10, 1, 7, 172, 265.24, 0
50, 0.001, 0.005, 10, 1, 8, 170, 254.94, 0
50, 0.001, 0.005, 10, 1, 9, 170, 253.62, 0
50, 0.001, 0.005, 10, 2, 0, 120, 338.56, 0
50, 0.001, 0.005, 10, 2, 1, 139, 300.0, 0
50, 0.001, 0.005, 10, 2, 2, 139, 288.76, 0
50, 0.001, 0.005, 10, 2, 3, 139, 319.64, 0
50, 0.001, 0.005, 10, 2, 4, 139, 360.0, 0
50, 0.001, 0.005, 10, 2, 5, 153, 306.0, 0
50, 0.001, 0.005, 10, 2, 6, 139, 349.48, 0
50, 0.001, 0.005, 10, 2, 7, 159, 400.36, 0
50, 0.001, 0.005, 10, 2, 8, 139, 375.32, 0
50, 0.001, 0.005, 10, 2, 9, 139, 306.68, 0
50, 0.001, 0.005, 10, 3, 0, 197, 436.8, 0
50, 0.001, 0.005, 10, 3, 1, 190, 305.06, 0
50, 0.001, 0.005, 10, 3, 2, 172, 278.98, 0
50, 0.001, 0.005, 10, 3, 3, 172, 234.58, 0
50, 0.001, 0.005, 10, 3, 4, 172, 249.88, 0
50, 0.001, 0.005, 10, 3, 5, 167, 245.4, 0
50, 0.001, 0.005, 10, 3, 6, 170, 252.08, 0
50, 0.001, 0.005, 10, 3, 7, 170, 230.72, 0
50, 0.001, 0.005, 10, 3, 8, 169, 257.28, 0
50, 0.001, 0.005, 10, 3, 9, 165, 259.42, 0
50, 0.001, 0.005, 10, 4, 0, 163, 445.24, 0
50, 0.001, 0.005, 10, 4, 1, 75, 364.2, 0
50, 0.001, 0.005, 10, 4, 2, 163, 323.48, 0
50, 0.001, 0.005, 10, 4, 3, 150, 321.16, 0
50, 0.001, 0.005, 10, 4, 4, 150, 288.6, 0
50, 0.001, 0.005, 10, 4, 5, 163, 379.48, 0
50, 0.001, 0.005, 10, 4, 6, 73, 302.84, 0
50, 0.001, 0.005, 10, 4, 7, 73, 299.92, 0
50, 0.001, 0.005, 10, 4, 8, 73, 231.04, 0
50, 0.001, 0.005, 10, 4, 9, 73, 240.2, 0
50, 0.001, 0.005, 10, 1, 0, 171, 445.64, 1
50, 0.001, 0.005, 10, 1, 1, 171, 248.48, 1
50, 0.001, 0.005, 10, 1, 2, 170, 200.36, 1
50, 0.001, 0.005, 10, 1, 3, 170, 216.08, 1
50, 0.001, 0.005, 10, 1, 4, 170, 215.82, 1
50, 0.001, 0.005, 10, 1, 5, 168, 204.9, 1
50, 0.001, 0.005, 10, 1, 6, 160, 222.32, 1
50, 0.001, 0.005, 10, 1, 7, 160, 233.72, 1
50, 0.001, 0.005, 10, 1, 8, 157, 203.74, 1
50, 0.001, 0.005, 10, 1, 9, 157, 210.32, 1
50, 0.001, 0.005, 10, 2, 0, 59, 448.34, 1
50, 0.001, 0.005, 10, 2, 1, 50, 382.4, 1
50, 0.001, 0.005, 10, 2, 2, 50, 226.92, 1
50, 0.001, 0.005, 10, 2, 3, 432, 491.84, 1
50, 0.001, 0.005, 10, 2, 4, 207, 463.08, 1
50, 0.001, 0.005, 10, 2, 5, 207, 331.08, 1
50, 0.001, 0.005, 10, 2, 6, 207, 277.52, 1
50, 0.001, 0.005, 10, 2, 7, 207, 260.16, 1
50, 0.001, 0.005, 10, 2, 8, 207, 282.92, 1
50, 0.001, 0.005, 10, 2, 9, 207, 277.44, 1
50, 0.001, 0.005, 10, 3, 0, 149, 292.48, 1
50, 0.001, 0.005, 10, 3, 1, 149, 214.68, 1
50, 0.001, 0.005, 10, 3, 2, 148, 213.04, 1
50, 0.001, 0.005, 10, 3, 3, 147, 193.3, 1
50, 0.001, 0.005, 10, 3, 4, 146, 250.0, 1
50, 0.001, 0.005, 10, 3, 5, 146, 216.48, 1
50, 0.001, 0.005, 10, 3, 6, 146, 219.74, 1
50, 0.001, 0.005, 10, 3, 7, 145, 187.88, 1
50, 0.001, 0.005, 10, 3, 8, 145, 194.92, 1
50, 0.001, 0.005, 10, 3, 9, 142, 220.38, 1
50, 0.001, 0.005, 10, 4, 0, 227, 478.44, 1
50, 0.001, 0.005, 10, 4, 1, 395, 474.76, 1
50, 0.001, 0.005, 10, 4, 2, 207, 450.88, 1
50, 0.001, 0.005, 10, 4, 3, 207, 384.36, 1
50, 0.001, 0.005, 10, 4, 4, 207, 391.08, 1
50, 0.001, 0.005, 10, 4, 5, 250, 447.12, 1
50, 0.001, 0.005, 10, 4, 6, 250, 392.2, 1
50, 0.001, 0.005, 10, 4, 7, 250, 467.2, 1
50, 0.001, 0.005, 10, 4, 8, 389, 476.12, 1
50, 0.001, 0.005, 10, 4, 9, 424, 469.0, 1
50, 0.001, 0.005, 10, 1, 0, 185, 468.2, 2
50, 0.001, 0.005, 10, 1, 1, 172, 302.94, 2
50, 0.001, 0.005, 10, 1, 2, 172, 265.0, 2
50, 0.001, 0.005, 10, 1, 3, 171, 229.84, 2
50, 0.001, 0.005, 10, 1, 4, 169, 297.46, 2
50, 0.001, 0.005, 10, 1, 5, 168, 243.42, 2
50, 0.001, 0.005, 10, 1, 6, 166, 246.96, 2
50, 0.001, 0.005, 10, 1, 7, 160, 242.32, 2
50, 0.001, 0.005, 10, 1, 8, 160, 267.08, 2
50, 0.001, 0.005, 10, 1, 9, 156, 295.2, 2
50, 0.001, 0.005, 10, 2, 0, 85, 431.92, 2
50, 0.001, 0.005, 10, 2, 1, 98, 288.96, 2
50, 0.001, 0.005, 10, 2, 2, 67, 260.2, 2
50, 0.001, 0.005, 10, 2, 3, 88, 359.28, 2
50, 0.001, 0.005, 10, 2, 4, 88, 321.72, 2
50, 0.001, 0.005, 10, 2, 5, 88, 263.4, 2
50, 0.001, 0.005, 10, 2, 6, 104, 300.96, 2
50, 0.001, 0.005, 10, 2, 7, 104, 315.64, 2
50, 0.001, 0.005, 10, 2, 8, 38, 403.0, 2
50, 0.001, 0.005, 10, 2, 9, 102, 418.72, 2
50, 0.001, 0.005, 10, 3, 0, 179, 400.78, 2
50, 0.001, 0.005, 10, 3, 1, 168, 302.16, 2
50, 0.001, 0.005, 10, 3, 2, 166, 281.18, 2
50, 0.001, 0.005, 10, 3, 3, 160, 254.3, 2
50, 0.001, 0.005, 10, 3, 4, 156, 273.54, 2
50, 0.001, 0.005, 10, 3, 5, 156, 262.34, 2
50, 0.001, 0.005, 10, 3, 6, 155, 267.96, 2
50, 0.001, 0.005, 10, 3, 7, 155, 279.4, 2
50, 0.001, 0.005, 10, 3, 8, 155, 301.26, 2
50, 0.001, 0.005, 10, 3, 9, 154, 289.0, 2
50, 0.001, 0.005, 10, 4, 0, 290, 425.24, 2
50, 0.001, 0.005, 10, 4, 1, 419, 434.12, 2
50, 0.001, 0.005, 10, 4, 2, 348, 422.52, 2
50, 0.001, 0.005, 10, 4, 3, 348, 426.6, 2
50, 0.001, 0.005, 10, 4, 4, 321, 419.56, 2
50, 0.001, 0.005, 10, 4, 5, 348, 424.08, 2
50, 0.001, 0.005, 10, 4, 6, 88, 388.76, 2
50, 0.001, 0.005, 10, 4, 7, 348, 406.28, 2
50, 0.001, 0.005, 10, 4, 8, 244, 402.28, 2
50, 0.001, 0.005, 10, 4, 9, 244, 395.0, 2
50, 0.001, 0.005, 10, 1, 0, 180, 435.66, 3
50, 0.001, 0.005, 10, 1, 1, 176, 227.22, 3
50, 0.001, 0.005, 10, 1, 2, 171, 209.7, 3
50, 0.001, 0.005, 10, 1, 3, 168, 213.86, 3
50, 0.001, 0.005, 10, 1, 4, 164, 198.92, 3
50, 0.001, 0.005, 10, 1, 5, 164, 212.04, 3
50, 0.001, 0.005, 10, 1, 6, 162, 237.96, 3
50, 0.001, 0.005, 10, 1, 7, 162, 225.84, 3
50, 0.001, 0.005, 10, 1, 8, 162, 246.82, 3
50, 0.001, 0.005, 10, 1, 9, 161, 197.04, 3
50, 0.001, 0.005, 10, 2, 0, 233, 408.72, 3
50, 0.001, 0.005, 10, 2, 1, 222, 336.24, 3
50, 0.001, 0.005, 10, 2, 2, 159, 321.2, 3
50, 0.001, 0.005, 10, 2, 3, 214, 360.08, 3
50, 0.001, 0.005, 10, 2, 4, 214, 352.56, 3
50, 0.001, 0.005, 10, 2, 5, 214, 379.4, 3
50, 0.001, 0.005, 10, 2, 6, 241, 304.96, 3
50, 0.001, 0.005, 10, 2, 7, 214, 306.08, 3
50, 0.001, 0.005, 10, 2, 8, 214, 305.92, 3
50, 0.001, 0.005, 10, 2, 9, 214, 286.36, 3
50, 0.001, 0.005, 10, 3, 0, 190, 506.8, 3
50, 0.001, 0.005, 10, 3, 1, 180, 455.82, 3
50, 0.001, 0.005, 10, 3, 2, 180, 339.34, 3
50, 0.001, 0.005, 10, 3, 3, 178, 269.12, 3
50, 0.001, 0.005, 10, 3, 4, 176, 242.2, 3
50, 0.001, 0.005, 10, 3, 5, 174, 303.0, 3
50, 0.001, 0.005, 10, 3, 6, 173, 292.36, 3
50, 0.001, 0.005, 10, 3, 7, 173, 322.76, 3
50, 0.001, 0.005, 10, 3, 8, 173, 306.8, 3
50, 0.001, 0.005, 10, 3, 9, 169, 282.04, 3
50, 0.001, 0.005, 10, 4, 0, 176, 472.08, 3
50, 0.001, 0.005, 10, 4, 1, 176, 381.16, 3
50, 0.001, 0.005, 10, 4, 2, 198, 373.36, 3
50, 0.001, 0.005, 10, 4, 3, 198, 342.8, 3
50, 0.001, 0.005, 10, 4, 4, 198, 289.56, 3
50, 0.001, 0.005, 10, 4, 5, 198, 314.76, 3
50, 0.001, 0.005, 10, 4, 6, 180, 339.28, 3
50, 0.001, 0.005, 10, 4, 7, 180, 237.44, 3
50, 0.001, 0.005, 10, 4, 8, 180, 272.6, 3
50, 0.001, 0.005, 10, 4, 9, 198, 416.4, 3
50, 0.001, 0.005, 10, 1, 0, 177, 409.36, 4
50, 0.001, 0.005, 10, 1, 1, 170, 280.4, 4
50, 0.001, 0.005, 10, 1, 2, 166, 255.86, 4
50, 0.001, 0.005, 10, 1, 3, 166, 273.12, 4
50, 0.001, 0.005, 10, 1, 4, 161, 245.92, 4
50, 0.001, 0.005, 10, 1, 5, 150, 271.18, 4
50, 0.001, 0.005, 10, 1, 6, 150, 285.16, 4
50, 0.001, 0.005, 10, 1, 7, 150, 240.96, 4
50, 0.001, 0.005, 10, 1, 8, 147, 236.04, 4
50, 0.001, 0.005, 10, 1, 9, 147, 270.04, 4
50, 0.001, 0.005, 10, 2, 0, 80, 346.92, 4
50, 0.001, 0.005, 10, 2, 1, 74, 282.72, 4
50, 0.001, 0.005, 10, 2, 2, 73, 255.36, 4
50, 0.001, 0.005, 10, 2, 3, 77, 267.08, 4
50, 0.001, 0.005, 10, 2, 4, 120, 275.92, 4
50, 0.001, 0.005, 10, 2, 5, 120, 307.16, 4
50, 0.001, 0.005, 10, 2, 6, 120, 297.0, 4
50, 0.001, 0.005, 10, 2, 7, 99, 328.64, 4
50, 0.001, 0.005, 10, 2, 8, 98, 320.76, 4
50, 0.001, 0.005, 10, 2, 9, 98, 242.72, 4
50, 0.001, 0.005, 10, 3, 0, 170, 379.4, 4
50, 0.001, 0.005, 10, 3, 1, 167, 272.64, 4
50, 0.001, 0.005, 10, 3, 2, 163, 267.96, 4
50, 0.001, 0.005, 10, 3, 3, 161, 235.5, 4
50, 0.001, 0.005, 10, 3, 4, 160, 259.06, 4
50, 0.001, 0.005, 10, 3, 5, 160, 299.5, 4
50, 0.001, 0.005, 10, 3, 6, 160, 267.78, 4
50, 0.001, 0.005, 10, 3, 7, 158, 243.86, 4
50, 0.001, 0.005, 10, 3, 8, 158, 260.76, 4
50, 0.001, 0.005, 10, 3, 9, 159, 249.38, 4
50, 0.001, 0.005, 10, 4, 0, 336, 419.88, 4
50, 0.001, 0.005, 10, 4, 1, 260, 367.84, 4
50, 0.001, 0.005, 10, 4, 2, 260, 375.8, 4
50, 0.001, 0.005, 10, 4, 3, 260, 335.8, 4
50, 0.001, 0.005, 10, 4, 4, 260, 337.48, 4
50, 0.001, 0.005, 10, 4, 5, 259, 319.8, 4
50, 0.001, 0.005, 10, 4, 6, 259, 336.92, 4
50, 0.001, 0.005, 10, 4, 7, 260, 370.32, 4
50, 0.001, 0.005, 10, 4, 8, 259, 347.68, 4
50, 0.001, 0.005, 10, 4, 9, 253, 378.84, 4
50, 0.001, 0.005, 10, 1, 0, 181, 408.46, 5
50, 0.001, 0.005, 10, 1, 1, 175, 245.68, 5
50, 0.001, 0.005, 10, 1, 2, 169, 217.94, 5
50, 0.001, 0.005, 10, 1, 3, 155, 204.36, 5
50, 0.001, 0.005, 10, 1, 4, 163, 181.28, 5
50, 0.001, 0.005, 10, 1, 5, 161, 203.42, 5
50, 0.001, 0.005, 10, 1, 6, 156, 218.54, 5
50, 0.001, 0.005, 10, 1, 7, 156, 206.8, 5
50, 0.001, 0.005, 10, 1, 8, 153, 198.86, 5
50, 0.001, 0.005, 10, 1, 9, 150, 211.22, 5
50, 0.001, 0.005, 10, 2, 0, 95, 378.62, 5
50, 0.001, 0.005, 10, 2, 1, 211, 368.16, 5
50, 0.001, 0.005, 10, 2, 2, 84, 273.48, 5
50, 0.001, 0.005, 10, 2, 3, 113, 290.44, 5
50, 0.001, 0.005, 10, 2, 4, 84, 208.24, 5
50, 0.001, 0.005, 10, 2, 5, 84, 234.04, 5
50, 0.001, 0.005, 10, 2, 6, 84, 220.8, 5
50, 0.001, 0.005, 10, 2, 7, 84, 170.28, 5
50, 0.001, 0.005, 10, 2, 8, 84, 194.2, 5
50, 0.001, 0.005, 10, 2, 9, 84, 180.12, 5
50, 0.001, 0.005, 10, 3, 0, 553, 673.68, 5
50, 0.001, 0.005, 10, 3, 1, 550, 651.36, 5
50, 0.001, 0.005, 10, 3, 2, 180, 576.56, 5
50, 0.001, 0.005, 10, 3, 3, 176, 470.44, 5
50, 0.001, 0.005, 10, 3, 4, 174, 302.98, 5
50, 0.001, 0.005, 10, 3, 5, 171, 273.84, 5
50, 0.001, 0.005, 10, 3, 6, 170, 273.78, 5
50, 0.001, 0.005, 10, 3, 7, 168, 285.48, 5
50, 0.001, 0.005, 10, 3, 8, 168, 337.22, 5
50, 0.001, 0.005, 10, 3, 9, 161, 314.38, 5
50, 0.001, 0.005, 10, 4, 0, 80, 415.2, 5
50, 0.001, 0.005, 10, 4, 1, 132, 252.52, 5
50, 0.001, 0.005, 10, 4, 2, 132, 338.68, 5
50, 0.001, 0.005, 10, 4, 3, 132, 207.64, 5
50, 0.001, 0.005, 10, 4, 4, 132, 198.32, 5
50, 0.001, 0.005, 10, 4, 5, 132, 315.28, 5
50, 0.001, 0.005, 10, 4, 6, 132, 316.44, 5
50, 0.001, 0.005, 10, 4, 7, 132, 353.24, 5
50, 0.001, 0.005, 10, 4, 8, 132, 327.04, 5
50, 0.001, 0.005, 10, 4, 9, 132, 281.52, 5
50, 0.001, 0.005, 10, 1, 0, 175, 415.88, 6
50, 0.001, 0.005, 10, 1, 1, 152, 223.24, 6
50, 0.001, 0.005, 10, 1, 2, 152, 234.84, 6
50, 0.001, 0.005, 10, 1, 3, 151, 251.66, 6
50, 0.001, 0.005, 10, 1, 4, 150, 229.62, 6
50, 0.001, 0.005, 10, 1, 5, 147, 218.74, 6
50, 0.001, 0.005, 10, 1, 6, 147, 214.44, 6
50, 0.001, 0.005, 10, 1, 7, 147, 213.76, 6
50, 0.001, 0.005, 10, 1, 8, 147, 191.64, 6
50, 0.001, 0.005, 10, 1, 9, 146, 216.06, 6
50, 0.001, 0.005, 10, 2, 0, 66, 400.06, 6
50, 0.001, 0.005, 10, 2, 1, 57, 357.12, 6
50, 0.001, 0.005, 10, 2, 2, 126, 320.36, 6
50, 0.001, 0.005, 10, 2, 3, 57, 307.48, 6
50, 0.001, 0.005, 10, 2, 4, 57, 299.24, 6
50, 0.001, 0.005, 10, 2, 5, 57, 347.44, 6
50, 0.001, 0.005, 10, 2, 6, 173, 373.04, 6
50, 0.001, 0.005, 10, 2, 7, 176, 356.56, 6
50, 0.001, 0.005, 10, 2, 8, 176, 316.24, 6
50, 0.001, 0.005, 10, 2, 9, 173, 298.36, 6
50, 0.001, 0.005, 10, 3, 0, 190, 519.28, 6
50, 0.001, 0.005, 10, 3, 1, 176, 381.78, 6
50, 0.001, 0.005, 10, 3, 2, 176, 234.76, 6
50, 0.001, 0.005, 10, 3, 3, 163, 210.66, 6
50, 0.001, 0.005, 10, 3, 4, 163, 237.74, 6
50, 0.001, 0.005, 10, 3, 5, 158, 231.42, 6
50, 0.001, 0.005, 10, 3, 6, 159, 268.28, 6
50, 0.001, 0.005, 10, 3, 7, 151, 264.08, 6
50, 0.001, 0.005, 10, 3, 8, 151, 238.92, 6
50, 0.001, 0.005, 10, 3, 9, 151, 212.96, 6
50, 0.001, 0.005, 10, 4, 0, 279, 455.6, 6
50, 0.001, 0.005, 10, 4, 1, 320, 466.36, 6
50, 0.001, 0.005, 10, 4, 2, 270, 415.56, 6
50, 0.001, 0.005, 10, 4, 3, 270, 368.88, 6
50, 0.001, 0.005, 10, 4, 4, 270, 348.2, 6
50, 0.001, 0.005, 10, 4, 5, 259, 315.96, 6
50, 0.001, 0.005, 10, 4, 6, 259, 357.0, 6
50, 0.001, 0.005, 10, 4, 7, 259, 345.6, 6
50, 0.001, 0.005, 10, 4, 8, 259, 449.76, 6
50, 0.001, 0.005, 10, 4, 9, 279, 447.16, 6
50, 0.001, 0.005, 10, 1, 0, 177, 394.58, 7
50, 0.001, 0.005, 10, 1, 1, 177, 243.28, 7
50, 0.001, 0.005, 10, 1, 2, 177, 223.06, 7
50, 0.001, 0.005, 10, 1, 3, 177, 241.32, 7
50, 0.001, 0.005, 10, 1, 4, 166, 243.44, 7
50, 0.001, 0.005, 10, 1, 5, 166, 252.46, 7
50, 0.001, 0.005, 10, 1, 6, 166, 254.26, 7
50, 0.001, 0.005, 10, 1, 7, 164, 235.8, 7
50, 0.001, 0.005, 10, 1, 8, 159, 229.28, 7
50, 0.001, 0.005, 10, 1, 9, 159, 212.82, 7
50, 0.001, 0.005, 10, 2, 0, 191, 407.8, 7
50, 0.001, 0.005, 10, 2, 1, 188, 374.72, 7
50, 0.001, 0.005, 10, 2, 2, 188, 313.6, 7
50, 0.001, 0.005, 10, 2, 3, 188, 298.56, 7
50, 0.001, 0.005, 10, 2, 4, 155, 311.2, 7
50, 0.001, 0.005, 10, 2, 5, 141, 274.64, 7
50, 0.001, 0.005, 10, 2, 6, 135, 277.64, 7
50, 0.001, 0.005, 10, 2, 7, 135, 296.16, 7
50, 0.001, 0.005, 10, 2, 8, 135, 339.88, 7
50, 0.001, 0.005, 10, 2, 9, 135, 264.52, 7
50, 0.001, 0.005, 10, 3, 0, 501, 601.66, 7
50, 0.001, 0.005, 10, 3, 1, 497, 584.8, 7
50, 0.001, 0.005, 10, 3, 2, 494, 541.92, 7
50, 0.001, 0.005, 10, 3, 3, 493, 502.12, 7
50, 0.001, 0.005, 10, 3, 4, 434, 509.62, 7
50, 0.001, 0.005, 10, 3, 5, 433, 508.96, 7
50, 0.001, 0.005, 10, 3, 6, 433, 488.62, 7
50, 0.001, 0.005, 10, 3, 7, 433, 460.98, 7
50, 0.001, 0.005, 10, 3, 8, 433, 455.4, 7
