Stage,Generation,Best_Fitness,Avg_Fitness,test
500, 0.01, 0.01, 50, 1, 0, 164, 494.788, 0
500, 0.01, 0.01, 50, 1, 1, 169, 351.708, 0
500, 0.01, 0.01, 50, 1, 2, 159, 302.094, 0
500, 0.01, 0.01, 50, 1, 3, 157, 289.252, 0
500, 0.01, 0.01, 50, 1, 4, 160, 278.352, 0
500, 0.01, 0.01, 50, 1, 5, 158, 276.342, 0
500, 0.01, 0.01, 50, 1, 6, 150, 274.808, 0
500, 0.01, 0.01, 50, 1, 7, 149, 267.554, 0
500, 0.01, 0.01, 50, 1, 8, 147, 262.642, 0
500, 0.01, 0.01, 50, 1, 9, 142, 281.28, 0
500, 0.01, 0.01, 50, 1, 10, 141, 268.498, 0
500, 0.01, 0.01, 50, 1, 11, 141, 270.242, 0
500, 0.01, 0.01, 50, 1, 12, 137, 268.742, 0
500, 0.01, 0.01, 50, 1, 13, 130, 264.552, 0
500, 0.01, 0.01, 50, 1, 14, 133, 271.34, 0
500, 0.01, 0.01, 50, 1, 15, 135, 276.986, 0
500, 0.01, 0.01, 50, 1, 16, 135, 272.91, 0
500, 0.01, 0.01, 50, 1, 17, 135, 285.046, 0
500, 0.01, 0.01, 50, 1, 18, 126, 272.292, 0
500, 0.01, 0.01, 50, 1, 19, 124, 275.08, 0
500, 0.01, 0.01, 50, 1, 20, 130, 298.72, 0
500, 0.01, 0.01, 50, 1, 21, 131, 272.416, 0
500, 0.01, 0.01, 50, 1, 22, 131, 288.06, 0
500, 0.01, 0.01, 50, 1, 23, 132, 285.442, 0
500, 0.01, 0.01, 50, 1, 24, 130, 311.174, 0
500, 0.01, 0.01, 50, 1, 25, 130, 278.022, 0
500, 0.01, 0.01, 50, 1, 26, 128, 286.538, 0
500, 0.01, 0.01, 50, 1, 27, 132, 287.138, 0
500, 0.01, 0.01, 50, 1, 28, 132, 287.034, 0
500, 0.01, 0.01, 50, 1, 29, 125, 297.054, 0
500, 0.01, 0.01, 50, 1, 30, 128, 290.652, 0
500, 0.01, 0.01, 50, 1, 31, 126, 278.294, 0
500, 0.01, 0.01, 50, 1, 32, 126, 275.686, 0
500, 0.01, 0.01, 50, 1, 33, 115, 282.85, 0
500, 0.01, 0.01, 50, 1, 34, 122, 291.74, 0
500, 0.01, 0.01, 50, 1, 35, 121, 287.736, 0
500, 0.01, 0.01, 50, 1, 36, 116, 277.204, 0
500, 0.01, 0.01, 50, 1, 37, 120, 288.486, 0
500, 0.01, 0.01, 50, 1, 38, 115, 292.214, 0
500, 0.01, 0.01, 50, 1, 39, 122, 294.426, 0
500, 0.01, 0.01, 50, 1, 40, 119, 297.414, 0
500, 0.01, 0.01, 50, 1, 41, 118, 300.796, 0
500, 0.01, 0.01, 50, 1, 42, 115, 304.864, 0
