Stage,Generation,Best_Fitness,Avg_Fitness,test
1, 0, 171, 438.74, 0
1, 1, 170, 314.695, 0
1, 2, 169, 306.22, 0
1, 3, 168, 282.16, 0
1, 4, 165, 276.23, 0
1, 5, 143, 282.095, 0
1, 6, 163, 273.56, 0
1, 7, 164, 281.355, 0
1, 8, 156, 269.12, 0
1, 9, 156, 326.385, 0
1, 10, 155, 323.795, 0
1, 11, 156, 287.75, 0
1, 12, 156, 246.99, 0
1, 13, 155, 287.37, 0
1, 14, 150, 282.505, 0
1, 15, 147, 279.855, 0
1, 16, 147, 285.19, 0
1, 17, 147, 317.915, 0
1, 18, 144, 310.065, 0
1, 19, 142, 305.875, 0
1, 20, 141, 330.52, 0
1, 21, 142, 312.905, 0
1, 22, 140, 325.21, 0
1, 23, 140, 322.45, 0
1, 24, 140, 347.685, 0
1, 25, 135, 344.88, 0
1, 26, 135, 314.36, 0
1, 27, 136, 325.815, 0
1, 28, 134, 334.56, 0
1, 29, 134, 323.425, 0
1, 30, 134, 318.31, 0
1, 31, 135, 332.185, 0
1, 32, 135, 315.485, 0
1, 33, 133, 322.0, 0
1, 34, 134, 326.415, 0
1, 35, 136, 328.615, 0
1, 36, 134, 333.75, 0
1, 37, 130, 320.475, 0
1, 38, 131, 332.06, 0
1, 39, 128, 314.88, 0
1, 40, 128, 339.4, 0
1, 41, 129, 307.48, 0
1, 42, 128, 326.505, 0
1, 43, 127, 358.175, 0
1, 44, 125, 308.66, 0
1, 45, 121, 335.27, 0
1, 46, 121, 287.505, 0
1, 47, 120, 296.505, 0
1, 48, 121, 334.375, 0
1, 49, 121, 331.965, 0
2, 0, 16, 332.32, 0
2, 1, 50, 331.06, 0
2, 2, 10, 324.66, 0
2, 3, 26, 311.95, 0
2, 4, 17, 331.76, 0
2, 5, 24, 332.12, 0
2, 6, 24, 340.37, 0
2, 7, 24, 335.45, 0
2, 8, 24, 320.07, 0
2, 9, 24, 288.6, 0
2, 10, 16, 317.66, 0
2, 11, 14, 297.82, 0
2, 12, 14, 340.27, 0
2, 13, 24, 372.92, 0
2, 14, 14, 301.13, 0
2, 15, 24, 290.05, 0
2, 16, 24, 331.03, 0
2, 17, 14, 294.81, 0
2, 18, 14, 276.54, 0
2, 19, 14, 237.92, 0
2, 20, 21, 256.45, 0
2, 21, 24, 230.09, 0
2, 22, 24, 192.59, 0
2, 23, 24, 224.01, 0
2, 24, 24, 221.38, 0
2, 25, 24, 223.31, 0
2, 26, 24, 250.24, 0
2, 27, 24, 260.0, 0
2, 28, 24, 248.66, 0
2, 29, 24, 276.06, 0
2, 30, 24, 227.42, 0
2, 31, 24, 192.8, 0
2, 32, 24, 224.24, 0
2, 33, 22, 227.57, 0
2, 34, 22, 206.39, 0
2, 35, 22, 210.1, 0
2, 36, 22, 211.23, 0
2, 37, 22, 254.45, 0
2, 38, 22, 274.42, 0
2, 39, 22, 269.87, 0
2, 40, 22, 266.66, 0
2, 41, 14, 216.45, 0
2, 42, 13, 224.96, 0
2, 43, 13, 223.68, 0
2, 44, 14, 176.86, 0
2, 45, 13, 225.75, 0
2, 46, 13, 219.12, 0
2, 47, 13, 198.4, 0
2, 48, 13, 198.22, 0
2, 49, 13, 209.23, 0
3, 0, 538, 715.325, 0
3, 1, 468, 687.93, 0
3, 2, 151, 608.895, 0
3, 3, 154, 542.585, 0
3, 4, 147, 443.895, 0
3, 5, 147, 394.685, 0
3, 6, 142, 366.46, 0
3, 7, 136, 385.13, 0
3, 8, 145, 347.25, 0
3, 9, 141, 390.115, 0
3, 10, 143, 375.07, 0
3, 11, 141, 350.81, 0
3, 12, 137, 340.11, 0
3, 13, 133, 357.0, 0
3, 14, 136, 325.355, 0
3, 15, 136, 358.25, 0
3, 16, 134, 363.205, 0
3, 17, 134, 344.235, 0
3, 18, 133, 348.305, 0
3, 19, 133, 338.955, 0
3, 20, 132, 322.705, 0
3, 21, 133, 363.045, 0
3, 22, 133, 302.945, 0
3, 23, 129, 319.365, 0
3, 24, 129, 327.18, 0
3, 25, 129, 290.44, 0
3, 26, 130, 352.805, 0
3, 27, 131, 308.965, 0
3, 28, 128, 344.68, 0
3, 29, 128, 313.11, 0
3, 30, 128, 311.84, 0
3, 31, 128, 318.125, 0
3, 32, 127, 314.565, 0
3, 33, 127, 304.68, 0
3, 34, 125, 315.94, 0
3, 35, 127, 304.685, 0
3, 36, 127, 312.945, 0
3, 37, 123, 299.01, 0
3, 38, 125, 311.16, 0
3, 39, 125, 305.595, 0
3, 40, 125, 336.475, 0
3, 41, 124, 322.22, 0
3, 42, 122, 317.355, 0
3, 43, 125, 319.245, 0
3, 44, 122, 297.995, 0
3, 45, 122, 307.52, 0
3, 46, 122, 332.24, 0
3, 47, 122, 321.475, 0
3, 48, 122, 339.555, 0
3, 49, 121, 332.535, 0
4, 0, 25, 194.44, 0
4, 1, 32, 132.61, 0
4, 2, 32, 107.63, 0
4, 3, 32, 177.22, 0
4, 4, 32, 145.32, 0
4, 5, 32, 110.16, 0
4, 6, 25, 126.81, 0
4, 7, 25, 107.68, 0
4, 8, 25, 118.04, 0
4, 9, 32, 147.15, 0
4, 10, 32, 155.35, 0
4, 11, 32, 194.94, 0
4, 12, 32, 188.69, 0
4, 13, 32, 145.49, 0
4, 14, 32, 207.81, 0
4, 15, 25, 130.8, 0
4, 16, 32, 140.0, 0
4, 17, 25, 146.54, 0
4, 18, 25, 168.35, 0
4, 19, 32, 145.71, 0
4, 20, 32, 159.57, 0
4, 21, 25, 137.19, 0
4, 22, 25, 152.04, 0
4, 23, 25, 153.02, 0
4, 24, 25, 179.69, 0
4, 25, 24, 142.54, 0
4, 26, 25, 224.95, 0
4, 27, 25, 166.72, 0
4, 28, 25, 158.46, 0
4, 29, 25, 179.59, 0
4, 30, 25, 201.13, 0
4, 31, 24, 164.86, 0
4, 32, 24, 137.34, 0
4, 33, 25, 148.62, 0
4, 34, 24, 179.0, 0
4, 35, 25, 184.36, 0
4, 36, 25, 160.04, 0
4, 37, 25, 158.75, 0
4, 38, 25, 158.46, 0
4, 39, 25, 182.02, 0
4, 40, 22, 152.6, 0
4, 41, 25, 152.97, 0
4, 42, 22, 96.1, 0
4, 43, 22, 145.84, 0
4, 44, 22, 138.9, 0
4, 45, 22, 141.7, 0
4, 46, 22, 162.62, 0
4, 47, 22, 205.53, 0
4, 48, 22, 284.24, 0
4, 49, 22, 262.71, 0
1, 0, 156, 529.66, 1
1, 1, 154, 347.575, 1
1, 2, 145, 310.89, 1
1, 3, 148, 317.23, 1
1, 4, 147, 311.995, 1
1, 5, 146, 277.42, 1
1, 6, 142, 262.01, 1
1, 7, 139, 264.47, 1
1, 8, 143, 271.365, 1
1, 9, 136, 261.085, 1
1, 10, 139, 268.555, 1
1, 11, 136, 262.8, 1
1, 12, 136, 264.235, 1
1, 13, 133, 252.11, 1
1, 14, 133, 269.235, 1
1, 15, 134, 263.155, 1
1, 16, 134, 259.505, 1
1, 17, 134, 266.01, 1
1, 18, 135, 278.985, 1
1, 19, 135, 281.185, 1
1, 20, 136, 271.69, 1
1, 21, 135, 284.7, 1
1, 22, 134, 284.305, 1
1, 23, 134, 267.45, 1
1, 24, 131, 277.875, 1
1, 25, 132, 250.525, 1
1, 26, 132, 239.58, 1
1, 27, 132, 254.465, 1
1, 28, 132, 269.095, 1
1, 29, 130, 240.97, 1
1, 30, 130, 278.59, 1
1, 31, 129, 277.21, 1
1, 32, 125, 244.88, 1
1, 33, 123, 288.215, 1
1, 34, 128, 267.96, 1
1, 35, 124, 264.405, 1
1, 36, 126, 275.5, 1
1, 37, 125, 285.16, 1
1, 38, 125, 277.72, 1
1, 39, 125, 245.155, 1
1, 40, 121, 240.165, 1
1, 41, 121, 253.23, 1
1, 42, 120, 257.2, 1
1, 43, 123, 240.655, 1
1, 44, 123, 234.855, 1
1, 45, 122, 274.23, 1
1, 46, 121, 267.46, 1
1, 47, 124, 279.99, 1
1, 48, 124, 289.895, 1
1, 49, 120, 288.255, 1
2, 0, 82, 362.0, 1
2, 1, 114, 340.68, 1
2, 2, 144, 305.37, 1
2, 3, 69, 324.29, 1
2, 4, 83, 312.43, 1
2, 5, 127, 343.15, 1
2, 6, 138, 344.17, 1
2, 7, 80, 345.85, 1
2, 8, 122, 330.06, 1
2, 9, 94, 325.36, 1
2, 10, 53, 315.56, 1
2, 11, 65, 345.34, 1
2, 12, 94, 314.06, 1
2, 13, 69, 322.44, 1
2, 14, 69, 314.83, 1
2, 15, 92, 355.41, 1
2, 16, 92, 361.77, 1
2, 17, 118, 354.53, 1
2, 18, 94, 336.51, 1
2, 19, 125, 334.53, 1
2, 20, 118, 284.25, 1
2, 21, 119, 288.18, 1
2, 22, 72, 310.54, 1
2, 23, 72, 323.95, 1
2, 24, 128, 322.41, 1
2, 25, 147, 316.15, 1
2, 26, 159, 313.94, 1
2, 27, 80, 323.84, 1
2, 28, 80, 321.17, 1
2, 29, 122, 332.1, 1
2, 30, 95, 304.44, 1
2, 31, 92, 297.95, 1
2, 32, 85, 336.88, 1
2, 33, 95, 271.01, 1
2, 34, 122, 317.32, 1
2, 35, 116, 297.74, 1
2, 36, 98, 300.35, 1
2, 37, 98, 283.69, 1
2, 38, 98, 294.37, 1
2, 39, 98, 272.85, 1
2, 40, 98, 286.2, 1
2, 41, 98, 275.35, 1
2, 42, 94, 278.43, 1
2, 43, 95, 287.31, 1
2, 44, 98, 259.13, 1
2, 45, 74, 239.07, 1
2, 46, 95, 246.66, 1
2, 47, 95, 242.05, 1
2, 48, 90, 265.95, 1
2, 49, 90, 216.41, 1
3, 0, 193, 577.255, 1
3, 1, 180, 484.055, 1
3, 2, 163, 390.455, 1
3, 3, 159, 333.19, 1
3, 4, 160, 320.65, 1
3, 5, 160, 313.675, 1
3, 6, 159, 310.09, 1
3, 7, 157, 326.065, 1
3, 8, 156, 310.005, 1
3, 9, 152, 294.685, 1
3, 10, 152, 298.435, 1
3, 11, 148, 316.14, 1
3, 12, 149, 281.295, 1
3, 13, 146, 311.755, 1
3, 14, 143, 333.3, 1
3, 15, 142, 334.61, 1
3, 16, 140, 318.89, 1
3, 17, 139, 327.76, 1
3, 18, 139, 328.785, 1
3, 19, 138, 343.115, 1
3, 20, 138, 317.99, 1
3, 21, 137, 305.045, 1
3, 22, 137, 308.475, 1
3, 23, 136, 326.88, 1
3, 24, 136, 339.545, 1
3, 25, 135, 324.915, 1
3, 26, 136, 306.42, 1
3, 27, 136, 298.43, 1
3, 28, 134, 313.22, 1
3, 29, 134, 352.135, 1
3, 30, 135, 315.9, 1
3, 31, 135, 347.89, 1
3, 32, 135, 327.995, 1
3, 33, 135, 329.835, 1
3, 34, 136, 329.215, 1
3, 35, 136, 297.335, 1
3, 36, 136, 317.17, 1
3, 37, 134, 319.25, 1
3, 38, 134, 334.195, 1
3, 39, 134, 326.505, 1
3, 40, 135, 308.865, 1
3, 41, 136, 327.475, 1
3, 42, 135, 314.28, 1
3, 43, 135, 298.565, 1
3, 44, 135, 294.36, 1
3, 45, 135, 287.54, 1
3, 46, 135, 307.93, 1
3, 47, 135, 310.505, 1
3, 48, 126, 294.2, 1
3, 49, 133, 315.935, 1
4, 0, 30, 273.88, 1
4, 1, 24, 234.34, 1
4, 2, 51, 354.54, 1
4, 3, 99, 257.06, 1
4, 4, 16, 262.08, 1
4, 5, 16, 248.23, 1
4, 6, 55, 300.35, 1
4, 7, 22, 303.35, 1
4, 8, 15, 281.16, 1
4, 9, 15, 244.61, 1
4, 10, 13, 334.38, 1
4, 11, 13, 247.97, 1
4, 12, 13, 189.97, 1
4, 13, 24, 274.94, 1
4, 14, 13, 292.71, 1
4, 15, 13, 241.73, 1
4, 16, 92, 282.23, 1
4, 17, 86, 244.69, 1
4, 18, 86, 257.94, 1
4, 19, 89, 311.3, 1
4, 20, 26, 261.57, 1
4, 21, 17, 238.06, 1
4, 22, 89, 364.36, 1
4, 23, 21, 318.35, 1
4, 24, 15, 338.81, 1
4, 25, 15, 251.58, 1
4, 26, 15, 177.34, 1
4, 27, 15, 298.76, 1
4, 28, 15, 204.47, 1
4, 29, 15, 246.05, 1
4, 30, 14, 217.63, 1
4, 31, 14, 228.53, 1
4, 32, 15, 236.97, 1
4, 33, 15, 282.59, 1
4, 34, 15, 215.6, 1
4, 35, 17, 360.08, 1
4, 36, 18, 294.88, 1
4, 37, 22, 262.8, 1
4, 38, 21, 234.52, 1
4, 39, 22, 211.42, 1
4, 40, 22, 211.66, 1
4, 41, 22, 209.05, 1
4, 42, 22, 195.74, 1
4, 43, 22, 201.83, 1
4, 44, 22, 224.21, 1
4, 45, 22, 203.36, 1
4, 46, 22, 173.73, 1
4, 47, 18, 242.56, 1
4, 48, 18, 213.81, 1
4, 49, 20, 193.34, 1
1, 0, 167, 478.82, 2
1, 1, 166, 332.725, 2
1, 2, 158, 315.805, 2
1, 3, 155, 330.925, 2
1, 4, 155, 331.265, 2
1, 5, 154, 348.665, 2
1, 6, 149, 372.52, 2
1, 7, 150, 353.25, 2
1, 8, 150, 377.705, 2
1, 9, 142, 338.485, 2
1, 10, 143, 337.75, 2
1, 11, 143, 345.19, 2
1, 12, 143, 345.85, 2
1, 13, 143, 350.215, 2
1, 14, 143, 317.77, 2
1, 15, 140, 332.215, 2
1, 16, 140, 344.44, 2
1, 17, 141, 347.66, 2
1, 18, 144, 312.49, 2
1, 19, 139, 334.485, 2
1, 20, 140, 332.875, 2
1, 21, 141, 341.975, 2
1, 22, 136, 335.71, 2
1, 23, 138, 329.955, 2
1, 24, 138, 329.615, 2
1, 25, 136, 328.195, 2
1, 26, 134, 355.975, 2
1, 27, 134, 320.59, 2
1, 28, 138, 338.83, 2
1, 29, 138, 329.09, 2
1, 30, 135, 315.39, 2
1, 31, 134, 304.755, 2
1, 32, 128, 332.255, 2
1, 33, 132, 314.915, 2
1, 34, 132, 345.385, 2
1, 35, 132, 309.925, 2
1, 36, 130, 330.425, 2
1, 37, 128, 359.74, 2
1, 38, 130, 341.35, 2
1, 39, 131, 328.37, 2
1, 40, 130, 332.925, 2
1, 41, 125, 325.695, 2
1, 42, 130, 333.16, 2
1, 43, 128, 318.39, 2
1, 44, 128, 338.92, 2
1, 45, 128, 334.45, 2
1, 46, 127, 333.87, 2
1, 47, 127, 346.06, 2
1, 48, 127, 319.385, 2
1, 49, 127, 310.82, 2
2, 0, 74, 353.525, 2
2, 1, 76, 328.56, 2
2, 2, 45, 332.26, 2
2, 3, 61, 294.26, 2
2, 4, 41, 266.12, 2
2, 5, 45, 334.18, 2
2, 6, 61, 324.44, 2
2, 7, 53, 308.51, 2
2, 8, 53, 336.02, 2
2, 9, 65, 328.53, 2
2, 10, 53, 310.34, 2
2, 11, 53, 304.22, 2
2, 12, 52, 280.47, 2
2, 13, 53, 285.27, 2
2, 14, 56, 246.63, 2
2, 15, 53, 287.67, 2
2, 16, 53, 303.78, 2
2, 17, 57, 343.28, 2
2, 18, 57, 312.93, 2
2, 19, 66, 369.94, 2
2, 20, 65, 364.12, 2
2, 21, 66, 324.78, 2
2, 22, 66, 334.0, 2
2, 23, 61, 314.92, 2
2, 24, 65, 334.59, 2
2, 25, 65, 356.84, 2
2, 26, 66, 342.04, 2
2, 27, 66, 355.01, 2
2, 28, 66, 297.54, 2
2, 29, 66, 325.62, 2
2, 30, 69, 323.8, 2
2, 31, 54, 288.69, 2
2, 32, 65, 247.87, 2
2, 33, 65, 234.83, 2
2, 34, 66, 223.78, 2
2, 35, 44, 238.9, 2
2, 36, 54, 234.14, 2
2, 37, 65, 216.91, 2
2, 38, 65, 247.82, 2
2, 39, 65, 204.18, 2
2, 40, 65, 157.84, 2
2, 41, 65, 157.52, 2
2, 42, 65, 133.16, 2
2, 43, 65, 147.18, 2
2, 44, 65, 153.82, 2
2, 45, 65, 142.05, 2
2, 46, 65, 166.09, 2
2, 47, 65, 167.91, 2
2, 48, 65, 194.06, 2
2, 49, 65, 148.82, 2
3, 0, 237, 665.3, 2
3, 1, 213, 605.13, 2
3, 2, 174, 521.59, 2
3, 3, 135, 455.9, 2
3, 4, 133, 416.69, 2
3, 5, 132, 393.39, 2
3, 6, 130, 399.12, 2
3, 7, 130, 402.16, 2
3, 8, 130, 378.26, 2
3, 9, 130, 418.035, 2
3, 10, 125, 400.61, 2
3, 11, 124, 411.415, 2
3, 12, 124, 422.095, 2
3, 13, 123, 439.49, 2
3, 14, 123, 433.375, 2
3, 15, 123, 436.075, 2
3, 16, 126, 426.42, 2
3, 17, 124, 426.11, 2
3, 18, 123, 429.79, 2
3, 19, 122, 416.265, 2
3, 20, 123, 411.2, 2
3, 21, 120, 416.34, 2
3, 22, 120, 390.465, 2
3, 23, 124, 422.96, 2
3, 24, 120, 387.105, 2
3, 25, 121, 403.815, 2
3, 26, 121, 439.05, 2
3, 27, 121, 428.465, 2
3, 28, 121, 419.235, 2
3, 29, 121, 392.885, 2
3, 30, 116, 378.475, 2
3, 31, 116, 396.71, 2
3, 32, 112, 375.89, 2
3, 33, 111, 389.37, 2
3, 34, 111, 405.585, 2
3, 35, 113, 421.01, 2
3, 36, 113, 415.12, 2
3, 37, 113, 400.345, 2
3, 38, 117, 405.1, 2
3, 39, 120, 410.965, 2
3, 40, 121, 404.87, 2
3, 41, 119, 419.34, 2
3, 42, 117, 398.26, 2
3, 43, 118, 413.34, 2
3, 44, 119, 397.865, 2
3, 45, 118, 399.095, 2
3, 46, 118, 411.545, 2
3, 47, 117, 391.385, 2
3, 48, 117, 392.5, 2
3, 49, 118, 401.905, 2
4, 0, 56, 362.27, 2
4, 1, 55, 295.65, 2
4, 2, 50, 314.89, 2
4, 3, 71, 252.24, 2
4, 4, 50, 235.59, 2
4, 5, 50, 259.22, 2
4, 6, 50, 298.26, 2
4, 7, 55, 267.75, 2
4, 8, 50, 235.62, 2
4, 9, 55, 288.21, 2
4, 10, 57, 278.23, 2
4, 11, 45, 289.88, 2
4, 12, 45, 292.24, 2
4, 13, 46, 281.36, 2
4, 14, 46, 273.24, 2
4, 15, 46, 313.08, 2
4, 16, 60, 330.21, 2
4, 17, 66, 304.61, 2
4, 18, 55, 304.09, 2
4, 19, 55, 308.65, 2
4, 20, 55, 299.81, 2
4, 21, 67, 237.44, 2
4, 22, 51, 183.1, 2
4, 23, 51, 256.18, 2
4, 24, 50, 276.21, 2
4, 25, 51, 273.17, 2
4, 26, 55, 310.9, 2
4, 27, 50, 296.09, 2
4, 28, 45, 342.65, 2
4, 29, 55, 328.97, 2
4, 30, 66, 349.93, 2
4, 31, 67, 319.47, 2
4, 32, 60, 277.03, 2
4, 33, 60, 213.0, 2
4, 34, 72, 263.12, 2
4, 35, 72, 234.32, 2
4, 36, 72, 240.41, 2
4, 37, 75, 235.56, 2
4, 38, 75, 251.17, 2
4, 39, 71, 276.78, 2
4, 40, 75, 270.56, 2
4, 41, 71, 262.94, 2
4, 42, 71, 273.23, 2
4, 43, 58, 238.54, 2
4, 44, 75, 268.36, 2
4, 45, 58, 238.81, 2
4, 46, 56, 287.89, 2
4, 47, 55, 274.3, 2
4, 48, 45, 300.07, 2
4, 49, 54, 280.05, 2
1, 0, 172, 475.435, 3
1, 1, 161, 338.27, 3
1, 2, 160, 295.79, 3
1, 3, 162, 333.505, 3
1, 4, 155, 290.06, 3
1, 5, 155, 318.29, 3
1, 6, 150, 331.945, 3
1, 7, 145, 320.55, 3
1, 8, 154, 337.32, 3
1, 9, 152, 314.175, 3
1, 10, 147, 339.23, 3
1, 11, 146, 371.955, 3
1, 12, 145, 330.44, 3
1, 13, 145, 315.95, 3
1, 14, 141, 292.1, 3
1, 15, 130, 261.52, 3
1, 16, 130, 269.95, 3
1, 17, 130, 244.71, 3
1, 18, 130, 250.355, 3
1, 19, 129, 230.515, 3
1, 20, 130, 220.935, 3
1, 21, 131, 215.115, 3
1, 22, 131, 213.515, 3
1, 23, 131, 198.425, 3
1, 24, 130, 202.31, 3
1, 25, 130, 224.18, 3
1, 26, 130, 217.225, 3
1, 27, 122, 221.39, 3
1, 28, 126, 199.28, 3
1, 29, 127, 210.455, 3
1, 30, 127, 212.05, 3
1, 31, 123, 206.385, 3
1, 32, 123, 213.63, 3
1, 33, 124, 225.855, 3
1, 34, 123, 232.05, 3
1, 35, 123, 215.73, 3
1, 36, 127, 219.38, 3
1, 37, 123, 234.66, 3
1, 38, 128, 219.99, 3
1, 39, 122, 217.525, 3
1, 40, 121, 203.13, 3
1, 41, 121, 211.995, 3
1, 42, 117, 235.595, 3
1, 43, 121, 209.895, 3
1, 44, 113, 221.51, 3
1, 45, 119, 222.58, 3
1, 46, 119, 218.195, 3
1, 47, 117, 221.93, 3
1, 48, 116, 231.225, 3
1, 49, 115, 217.85, 3
2, 0, 142, 452.76, 3
2, 1, 251, 421.75, 3
2, 2, 253, 427.2, 3
2, 3, 234, 427.36, 3
2, 4, 191, 424.67, 3
2, 5, 255, 419.27, 3
2, 6, 234, 405.01, 3
2, 7, 236, 412.78, 3
2, 8, 244, 414.77, 3
2, 9, 165, 416.58, 3
2, 10, 205, 407.58, 3
2, 11, 191, 395.31, 3
2, 12, 191, 387.06, 3
2, 13, 49, 360.27, 3
2, 14, 191, 394.33, 3
2, 15, 253, 400.38, 3
2, 16, 253, 397.84, 3
2, 17, 256, 397.03, 3
2, 18, 198, 392.27, 3
2, 19, 256, 405.72, 3
2, 20, 198, 390.73, 3
2, 21, 237, 388.69, 3
2, 22, 257, 371.14, 3
2, 23, 238, 372.1, 3
2, 24, 230, 391.31, 3
2, 25, 230, 380.99, 3
2, 26, 230, 397.39, 3
2, 27, 237, 372.55, 3
2, 28, 257, 380.31, 3
2, 29, 257, 376.37, 3
2, 30, 257, 375.61, 3
2, 31, 195, 378.95, 3
2, 32, 228, 373.36, 3
2, 33, 257, 381.12, 3
2, 34, 215, 402.52, 3
2, 35, 256, 419.18, 3
2, 36, 256, 446.7, 3
2, 37, 188, 402.2, 3
2, 38, 205, 403.52, 3
2, 39, 204, 394.37, 3
2, 40, 204, 417.9, 3
2, 41, 215, 375.26, 3
2, 42, 108, 382.99, 3
2, 43, 193, 359.06, 3
2, 44, 193, 371.65, 3
2, 45, 186, 377.54, 3
2, 46, 186, 390.55, 3
2, 47, 186, 422.63, 3
2, 48, 186, 402.04, 3
2, 49, 186, 377.62, 3
3, 0, 124, 315.785, 3
3, 1, 123, 291.45, 3
3, 2, 123, 277.445, 3
3, 3, 122, 263.245, 3
3, 4, 122, 256.305, 3
3, 5, 120, 253.54, 3
3, 6, 122, 262.815, 3
3, 7, 122, 249.46, 3
3, 8, 122, 260.885, 3
3, 9, 120, 255.635, 3
3, 10, 121, 258.26, 3
3, 11, 121, 269.235, 3
3, 12, 122, 255.15, 3
3, 13, 118, 253.83, 3
3, 14, 114, 250.18, 3
3, 15, 117, 258.84, 3
3, 16, 117, 259.865, 3
3, 17, 117, 266.4, 3
3, 18, 120, 286.4, 3
3, 19, 119, 278.295, 3
3, 20, 117, 297.26, 3
3, 21, 117, 282.27, 3
3, 22, 119, 276.025, 3
3, 23, 115, 261.905, 3
3, 24, 115, 273.405, 3
3, 25, 121, 277.48, 3
3, 26, 121, 273.22, 3
3, 27, 121, 289.875, 3
3, 28, 121, 280.37, 3
3, 29, 121, 267.975, 3
3, 30, 118, 257.515, 3
3, 31, 122, 262.8, 3
3, 32, 116, 249.115, 3
3, 33, 117, 265.905, 3
3, 34, 116, 272.5, 3
3, 35, 116, 300.945, 3
3, 36, 122, 290.585, 3
3, 37, 121, 292.24, 3
3, 38, 120, 279.895, 3
3, 39, 116, 273.875, 3
3, 40, 113, 291.825, 3
3, 41, 116, 298.79, 3
3, 42, 116, 280.23, 3
3, 43, 114, 279.08, 3
3, 44, 115, 319.62, 3
3, 45, 112, 284.985, 3
3, 46, 111, 291.935, 3
3, 47, 110, 297.015, 3
3, 48, 111, 320.045, 3
3, 49, 115, 307.095, 3
4, 0, 54, 424.16, 3
4, 1, 51, 380.75, 3
4, 2, 51, 372.52, 3
4, 3, 56, 380.55, 3
4, 4, 47, 322.43, 3
4, 5, 54, 358.6, 3
4, 6, 60, 329.59, 3
4, 7, 52, 311.77, 3
4, 8, 52, 342.91, 3
4, 9, 54, 353.52, 3
4, 10, 52, 322.48, 3
4, 11, 52, 328.7, 3
4, 12, 45, 344.27, 3
4, 13, 52, 358.66, 3
4, 14, 52, 349.48, 3
4, 15, 52, 365.99, 3
4, 16, 53, 294.11, 3
4, 17, 54, 311.09, 3
4, 18, 52, 317.66, 3
4, 19, 54, 384.88, 3
4, 20, 53, 355.01, 3
4, 21, 50, 387.61, 3
4, 22, 50, 332.26, 3
4, 23, 50, 330.55, 3
4, 24, 52, 300.2, 3
4, 25, 61, 282.41, 3
4, 26, 51, 278.28, 3
4, 27, 51, 268.69, 3
4, 28, 51, 283.64, 3
4, 29, 45, 295.41, 3
4, 30, 52, 273.18, 3
4, 31, 48, 249.08, 3
4, 32, 46, 270.56, 3
4, 33, 43, 298.49, 3
4, 34, 43, 320.89, 3
4, 35, 52, 294.2, 3
4, 36, 52, 312.86, 3
4, 37, 52, 347.05, 3
4, 38, 52, 280.58, 3
4, 39, 50, 262.17, 3
4, 40, 50, 269.0, 3
4, 41, 45, 316.46, 3
4, 42, 45, 279.43, 3
4, 43, 46, 305.57, 3
4, 44, 51, 305.74, 3
4, 45, 52, 250.66, 3
4, 46, 51, 218.16, 3
4, 47, 51, 216.17, 3
4, 48, 51, 165.07, 3
4, 49, 51, 174.99, 3
1, 0, 169, 476.745, 4
1, 1, 164, 353.67, 4
1, 2, 162, 309.12, 4
1, 3, 158, 270.71, 4
1, 4, 155, 291.96, 4
1, 5, 155, 277.44, 4
1, 6, 148, 261.56, 4
1, 7, 152, 280.725, 4
1, 8, 152, 276.07, 4
1, 9, 149, 302.83, 4
1, 10, 150, 290.135, 4
1, 11, 145, 277.855, 4
1, 12, 145, 257.2, 4
1, 13, 145, 285.54, 4
1, 14, 145, 313.99, 4
1, 15, 147, 272.595, 4
1, 16, 141, 280.815, 4
1, 17, 144, 304.145, 4
1, 18, 142, 312.865, 4
1, 19, 140, 296.06, 4
1, 20, 140, 280.135, 4
1, 21, 140, 278.745, 4
1, 22, 142, 274.79, 4
1, 23, 138, 295.115, 4
1, 24, 137, 295.905, 4
1, 25, 137, 292.565, 4
1, 26, 137, 292.59, 4
1, 27, 137, 304.945, 4
1, 28, 125, 298.07, 4
1, 29, 123, 288.22, 4
1, 30, 123, 306.005, 4
1, 31, 122, 305.065, 4
1, 32, 126, 292.655, 4
1, 33, 124, 301.415, 4
1, 34, 124, 290.47, 4
1, 35, 125, 321.765, 4
1, 36, 123, 288.585, 4
1, 37, 121, 304.84, 4
1, 38, 121, 304.965, 4
1, 39, 121, 321.685, 4
1, 40, 120, 318.505, 4
1, 41, 118, 291.63, 4
1, 42, 120, 278.69, 4
1, 43, 116, 307.525, 4
1, 44, 114, 309.26, 4
1, 45, 114, 275.42, 4
1, 46, 118, 294.475, 4
1, 47, 117, 296.435, 4
1, 48, 121, 296.125, 4
1, 49, 118, 302.22, 4
2, 0, 94, 416.37, 4
2, 1, 84, 319.86, 4
2, 2, 55, 298.07, 4
2, 3, 67, 318.24, 4
2, 4, 78, 286.44, 4
2, 5, 72, 301.97, 4
2, 6, 56, 310.55, 4
2, 7, 72, 261.83, 4
2, 8, 62, 304.94, 4
2, 9, 45, 271.64, 4
2, 10, 45, 275.7, 4
2, 11, 45, 248.93, 4
2, 12, 62, 354.13, 4
2, 13, 65, 241.29, 4
2, 14, 72, 309.52, 4
2, 15, 65, 283.6, 4
2, 16, 72, 388.98, 4
2, 17, 72, 288.02, 4
2, 18, 81, 383.68, 4
2, 19, 107, 321.06, 4
2, 20, 106, 271.07, 4
2, 21, 62, 245.17, 4
2, 22, 62, 213.57, 4
